gene	TCGA-BH-A18U-01	TCGA-BH-A1EO-01	TCGA-BH-A1EV-01	TCGA-BH-A0C0-01	TCGA-AC-A2FM-01
AC010991.1	0.044596	0.073454	0	0	0
AC010997.2	0	0	0	0	0
AC010997.3	0	0	0	0	0
AC010997.4	0.187398	0.04209	0.008938	0.187448	0.04366
AC010997.5	0	0	0	0	0.13986
AC010998.1	0	0	0	0.117403	0
AC010998.2	0.103035	0	0.108116	0.14171	0.316866
AC010998.3	0	0.042023	6.077218	6.281237	0.026154
AC010999.1	0.099378	0.245526	0	0	0.203746
AC010999.2	0.243109	0.088983	0.028344	0.037151	0.083071
AC011005.4	0	0.198257	0.063152	0.082775	0
AC011008.1	0.256708	0	0.153923	0.050438	0.150373
AC011092.2	0.027473	0	0	0.075571	0
AC011095.1	0	0	0	0	0
AC011120.1	0.0516	0	0	0	0
AC011124.1	0	0	0	0	0
AC011124.2	0	0	0	0	0
AC011131.1	0.127772	0	0	0	0
AC011193.1	0	0	0	0	0
AC011196.1	0	0	0	0	0
AC011228.1	0	0	0	0	0.152608
AC011239.1	0	0	0	0.037915	0
AC011243.1	0	0	0.122118	0	0
AC011247.1	0.207286	0	0	0	0.14166
AC011247.2	0.036589	0	0	0	0
AC011257.1	0	0	0	0	0
AC011284.1	0	0	0	0.103468	0.01928
AC011287.1	0	0	0	0.134331	0.016687
AC011287.2	0	0	0	0	0
AC011290.1	0	0	0.040804	0.106967	0
AC011294.1	0.023073	0.009501	0.030263	0.031734	0.011826
AC011297.1	0	0	0	0.020988	0
AC011298.1	0	0	0	0.006516	0.004857
AC011306.1	0.063134	0.08319	0	0	0
AC011313.1	0	0	0	0	0
AC011330.2	0.177472	0.709899	0.292636	0.104609	0.181928
AC011333.1	0	0	0	0	0
AC011337.1	0.029121	0.039971	0.03565	0.066754	0.019902
AC011346.1	0.142541	0.169562	0.265902	0.185154	0.040589
AC011352.1	0.872972	0.133754	0.489963	0.083766	0
AC011352.3	1.954713	0.313015	1.595297	0.149357	0
AC011362.1	0	0	0	0	0
AC011363.1	0	0	0	0	0
AC011365.2	0.101835	0.060993	0.126285	0.203724	0.123372
AC011365.3	0.059627	0.032737	0.062567	0.082008	0.040749
AC011369.1	0	0	0	0	0
AC011373.1	0	0	0.071279	0	0
AC011374.1	0.020548	0.101532	0	0.339128	0.042127
AC011374.2	3.06069	2.268549	2.21601	1.68382	0.941261
AC011377.1	0.058543	0	0	0	0
AC011379.1	0.005322	0	0.027922	0.029279	0.027278
AC011379.2	0.03933	0.056143	0.030264	0.158674	0.217716
AC011383.1	0.078278	0	0.082138	0	0.026748
AC011389.1	0	0.008488	0.010815	0	0
AC011389.2	0.044107	0	0	0	0
AC011396.1	0	0	0	0	0
AC011396.2	0	0	0	0	0
AC011396.3	0	0	0	0	0
AC011405.1	0.081173	0	0.021294	0.009303	0.083211
AC011410.1	0	0	0	0	0
AC011442.1	0.043987	0	0.092312	0.060498	0.225457
AC011443.1	0	0	0.370259	0	0.045215
AC011444.1	1.284915	0.331979	0.264367	0.762331	3.564122
AC011444.2	0	0	0	0	0.029107
AC011444.3	0.594433	0.16318	0.311872	0.27252	2.132752
AC011445.1	0.091786	0.393066	0.211886	0.176734	0.206999
AC011445.2	2.326478	0.306553	0.976477	2.047837	0.763165
AC011446.1	0	0.173691	0	0.048345	0.144135
AC011446.2	0	0	0	0	0
AC011447.3	0.668616	0.230331	0.238447	0.078135	0.170231
AC011450.1	0.497375	0.301817	0.549368	0.720073	0.080505
AC011451.1	1.987559	4.124838	1.793584	1.202788	1.752217
AC011453.1	0.028761	0.011843	0.007545	0.009889	0.022113
AC011455.1	0.031943	0	0	0.043933	0.06549
AC011461.1	0	0.074277	0.094639	0.558208	0.554737
AC011462.2	0	0	0	0	0
AC011462.3	0.029813	0	0	0	0
AC011462.4	0.824682	0.177172	0.60198	0.394516	0.808632
AC011465.1	0	0.161688	0.257516	0	0.402523
AC011466.1	0.227551	0.140548	0.208925	0	0.14579
AC011466.2	0.044845	0.073863	0.141168	0	0
AC011466.3	0.095734	0.052561	0.133939	0.109724	0.081781
AC011467.1	0	0.015807	0.01007	0	0.004919
AC011467.3	0	0	0	0	0
AC011467.4	0	0	0	0	0
AC011468.1	1.216386	1.964208	1.151231	0.524853	2.371605
AC011468.2	0.107507	0.088537	0.056404	0	0.027552
AC011468.3	0.387933	0.15974	0.152648	0.066693	0.198837
AC011468.5	1.011583	0.496304	0.654945	0.384825	0.353015
AC011471.2	0	0	0.064601	0	0
AC011472.1	0.226351	0.37282	0.62347	0.466972	0.725107
AC011472.2	0.305533	0.541949	0.863149	1.034382	0.168648
AC011472.3	0	0	0	0	0
AC011472.4	0.262309	0.162017	0.584892	0.225481	0.168059
AC011473.1	0	0	0.038133	0	0
AC011473.2	0	0	0	0	0
AC011473.3	0	0	0.174155	0.091308	0
AC011474.1	0.0206	0	0.005404	0	0.047515
AC011474.2	0	0	0	0	0
AC011474.3	0	0	0	0	0
AC011476.2	0	0.020863	0.026582	0.121948	0.843999
AC011476.3	0.538984	1.022846	0.713099	0.644607	3.927673
AC011477.1	2.622025	4.491447	2.072655	1.202076	2.293637
AC011477.2	4.993558	3.947913	3.898398	1.813136	1.719961
AC011477.3	0.132178	0.174166	0.305129	0.399942	0.623282
AC011478.1	0	0	0	0	0
AC011479.3	0.074533	0.061382	0.27373	0	0.649441
AC011479.4	0.076663	0.01403	0.062567	0.023431	0.078588
AC011481.1	0.847328	0.073454	0.889108	0.184008	0.502875
AC011481.2	0.453499	0.186738	0.15862	0.051977	0.232443
AC011483.1	0	0	0	0	0
AC011483.2	0	0	0	0	0
AC011484.1	0.00807	0.013292	0	0	0
AC011487.1	0	0.018634	0.118714	0.031121	0.069586
AC011487.2	0.267403	1.152905	0.008253	2.98547	0
AC011491.1	0	0	0	0	0
AC011491.2	0.036016	0	0.151168	0.049535	0.073841
AC011491.3	0.0288	0	0.03022	0	0
AC011495.2	0	0	0	0	0
AC011495.3	0	0	0	0	0
AC011497.1	0	0	0	0	0
AC011498.1	0.384689	0.190085	0.383474	0.317451	0.591521
AC011498.2	0	0	0	0	0
AC011498.3	0.028294	0	0.029689	0.116743	0.087013
AC011498.6	0.599775	0.103988	0.397484	0.217081	0.194158
AC011500.3	0.049766	0	0	0	0
AC011503.1	0.144194	0	0.121043	0.019832	0.014781
AC011503.2	3.262777	0.088389	0.067572	0.679029	1.045218
AC011507.1	0	0	0	0	0
AC011509.1	0	0	0.103006	0	0.905676
AC011509.2	0.025677	0	0.053885	0	1.342385
AC011510.1	0.112582	0	0.1772	0.07742	0.057704
AC011511.1	0.107842	0.088812	0.072745	0.190699	0.19741
AC011511.2	0	0	0	0.04824	0
AC011511.3	0	0	0	0	0.046489
AC011511.5	0.035009	0.016475	0	0.061907	0.010254
AC011516.1	0	0	0	0	0
AC011518.1	0	0	0	0	0
AC011523.1	0	0	0	0	0
AC011524.1	0	0	0.015729	0	0
AC011524.2	0	0	0	0	0
AC011525.1	0.002836	0	0.005952	0	0
AC011525.2	0	0	0	0.012453	0
AC011586.1	0	0	0	0	0
AC011586.2	0.079209	0.16308	0.041557	0	0.040599
AC011591.1	0	0	0	0	0
AC011595.1	0.04276	0	0.067303	0	0
AC011595.2	0.07642	0	0.053459	0	0
AC011601.1	0	0	0.029277	0	0
AC011603.2	0	0	0	0	0
AC011603.3	0.177565	0.064992	0.031053	0.189946	0.050562
AC011603.4	0	0	0	0	0
AC011611.2	0.04497	0	0	0	0
AC011611.3	0.084882	0	0	0	0
AC011611.4	0	0	0	0	0
AC011625.1	0	0	0	0	0
AC011632.1	0	0.014687	0	0.067451	0.018281
AC011632.2	0	0.035931	0	0	0.022362
AC011676.1	0.243313	0.267172	0	0.557739	0.124711
AC011676.2	0.055134	0	0.028926	0	0.056519
AC011676.3	0	0	0	0	0
AC011676.4	0	0	0	0	0
AC011700.1	0	0	0.019292	0	0.006282
AC011718.1	0	0	0	0	0
AC011726.2	0	0	0	0	0
AC011726.3	0.028344	0	0.089224	0.233897	0.029055
AC011731.1	0.413862	0.068167	0.086854	0.910735	0.042425
AC011747.1	0	0	0	0	0
AC011747.3	0.03108	0.076786	0.016306	0.064118	0.14337
AC011752.1	0	0	0	0	0
AC011753.2	0	0	0	0	0.027055
AC011754.1	0	0	0	0	0
AC011767.1	0	0	0	0.013643	0.030505
AC011773.1	0.0688	0.05666	0.108289	0.331187	0
AC011773.2	0	0	0	0	0
AC011773.3	0.038454	0	0	0.070517	0.039419
AC011773.4	0.094086	0.034437	0.01097	0.057512	0.021433
AC011815.1	0.492309	0.199693	0.316118	0.373922	0.090389
AC011815.2	0.167285	0.039362	0.06687	0.131473	0.228647
AC011816.2	0.173733	0	0.030383	0	0.059365
AC011824.1	0.200882	0	0	0.039469	0
AC011824.2	0.328308	0	0.025518	0.016724	0.02493
AC011824.3	0	0	0	0	0
AC011824.4	0.028595	0	0	0	0
AC011825.2	0.11645	0.095902	0.244384	0.240241	0.208904
AC011825.3	0	0	0	0	0
AC011825.4	0.102109	0.112122	0.071429	0.046812	0.244237
AC011840.1	0	0	0.009453	0	0.009235
AC011840.2	0	0	0	0	0.010858
AC011840.3	0.057497	0	0	0	0.117882
AC011840.4	0	0	0	0	0
AC011853.2	0	0	0	0	0
AC011891.2	0	0	0	0	0
AC011897.1	0	0	0.048824	0	0
AC011899.1	0.004472	0	0	0	0.018337
AC011899.2	0.141585	0.574474	0.108707	0.479701	0.286739
AC011899.3	0.104371	0.601678	0.027379	0.358869	0.053496
AC011901.1	0	0	0	0	0
AC011912.1	0.1577	0.113923	0.217731	0.053272	0.107773
AC011921.1	0.134534	0.073863	0.470559	0.616775	0.7815
AC011933.2	0.011541	0	0.01211	0	0
AC011933.3	0.735718	0.071282	0.181646	0.714266	0.22182
AC011933.4	0	0	0	0	0
AC011939.2	0.037615	0	0	0	0.077119
AC011939.3	0	0	0	0	0
AC011944.1	0.033893	0.139562	0.097802	0.233076	0
AC011978.2	0.532983	0.090369	0.31253	0.808504	0.425843
AC011990.1	0	0	0	0	0
AC011995.1	0	0	0	0	0
AC011995.2	0	0	0	0	0
AC011997.1	0.0468	0.051389	0.098215	0.257468	0.015992
AC011998.3	0	0	0	0	0
AC012020.1	0.2236	0.046036	0.04888	0.128138	0.057304
AC012038.1	0	0	0	0	0
AC012038.2	0	0	0	0	0
AC012050.1	0.102326	0	0	0	0
AC012055.1	0	0	0	0	0
AC012055.2	0	0	0	0	0
AC012063.1	0.502026	0.430431	0.627807	0.406713	0.549879
AC012065.1	0	0	0	0	0
AC012065.3	0.110018	0.181208	0.307846	0.353065	0.601492
AC012065.4	0	0	0	0	0
AC012070.1	0	0	0	0	0
AC012073.1	0.886329	0.646168	1.11299	1.278974	0.506423
AC012081.1	0	0	0	0	0
AC012085.2	0.016521	0.013605	0.017335	0	0.042338
AC012087.2	0	0	0	0	0
AC012100.2	0	0	0	0	0
AC012103.1	0	0	0	0	0
AC012123.1	0.03877	0.015964	0	0	0.029808
AC012146.1	0.922937	0.330469	0.513697	0.419444	0.699298
AC012146.3	1.149945	0.054116	0.275805	0.361506	0.370485
AC012150.1	0	0	0.683699	0	0.055661
AC012150.2	0.029594	0	0.09316	0.081405	0
AC012157.2	0	0.052928	0.134875	0.044196	0.724702
AC012158.1	0.128011	0.086818	0.197533	0.196774	0.162101
AC012173.1	0.1872	0.123334	0.078572	0.154481	0.03838
AC012174.1	0	0	0	0	0
AC012178.1	0	0	0	0	0
AC012181.1	0.483668	0.303483	0.241675	0.728571	0.590252
AC012181.2	0.482173	0.308848	0.365407	0.294739	1.070938
AC012184.1	0	0	0	0	0
AC012184.3	1.024885	0.105505	0.436889	0.64606	0.80985
AC012186.2	0.050153	0.495641	0.157879	0.068979	0.514126
AC012213.1	0.016115	0	0.01691	0	0.330399
AC012213.2	0.217131	0.023073	0.062472	0.04335	0.075391
AC012213.3	0.186478	0.341272	0.130448	0.370462	0.254879
AC012213.4	0	0	0.047721	0	0.512819
AC012229.1	0	0	0.033854	0	0
AC012236.1	0.412008	0.033931	0.572829	1.005821	0.031676
AC012254.1	0.160992	0	0.422326	0.553556	0.082517
AC012254.3	0.053233	0.037577	0.023939	0.062756	0.109139
AC012291.2	0	0	0	0	0.03847
AC012301.2	0	0	0	0	0
AC012306.2	1.431043	1.767788	1.474791	1.300417	1.466972
AC012307.1	0.245166	0	0	0.337191	0
AC012309.2	0	0	0	0	0.051735
AC012313.1	3.576036	2.165113	1.735283	3.207611	11.456291
AC012313.2	0.390623	1.355712	0.600187	2.283298	15.173435
AC012313.3	0.100838	0.089433	0.2279	0.213368	1.15695
AC012313.5	0.230263	0.421403	0.530215	0.650984	0.872053
AC012313.6	0.16303	0.234959	0.320754	0.644647	3.46781
AC012313.7	0	0	0	0	0
AC012313.8	0.062585	0.078539	0.07818	0.532856	1.680283
AC012313.9	0.610397	0.418907	1.654612	3.323084	3.389331
AC012317.1	0	0	0	0	0.030905
AC012321.1	0	0	0	0	0
AC012322.1	0	0	0	0	0
AC012339.1	0	0	0	0	0
AC012349.1	0.020922	0	0	0	0
AC012354.1	0.005996	0.009876	0	0.008247	0.006147
AC012355.1	0	0	0	0	0
AC012358.1	0.035151	0.086845	0.147538	0.024173	0.144135
AC012358.4	0.067915	0.089489	0.274365	0.12143	0.149683
AC012360.1	0.071658	0.15737	0.150383	0.131408	0.024486
AC012360.2	0.329396	0.813815	0.259229	0.169889	0.464291
AC012360.3	1.148278	0.261401	0.460408	0.834587	0.354089
AC012363.2	0	0	0	0	0
AC012363.3	0.029008	0	0.030438	0	0.029736
AC012366.1	0.136146	0	0	0	0.279128
AC012368.1	0.08532	0.08648	0.151507	0.352037	0.208564
AC012368.2	0.057497	0	0.030166	0	0.02947
AC012370.1	0.030376	0	0.095621	0.167111	0.031139
AC012370.2	0	0.010514	0	0.00878	0.026175
AC012378.1	0	0	0	0	0
AC012379.1	0	0	0	0	0
AC012379.2	0.013316	0	0	0	0
AC012404.1	0	0.111415	0.212938	0	0
AC012404.2	0	0	0	0	0
AC012409.1	0	0	0.044988	0	0
AC012409.2	0.021437	0	0.067482	0	0
AC012409.3	0.016411	0	0.051661	0.090284	0.016823
AC012409.4	0	0	0.135687	0	0
AC012413.1	0	0	0	0.042663	0
AC012414.2	0	0	0	0	0
AC012414.3	0	0	0	0	0
AC012414.4	0	0.016552	0.010545	0.055286	0.030905
AC012414.6	0	0	0	0	0
AC012417.1	0	0	0.081295	0.042622	0.031768
AC012435.2	0.052317	0.039168	0.054896	0.137367	0.170641
AC012435.3	0.267577	0.146908	0.374361	0.184008	0.77717
AC012442.2	0.2739	0.451137	0.255472	0.837136	0.187185
AC012442.3	1.060655	0.24957	0.23849	0.520994	0.155326
AC012445.1	0	0	0	0	0
AC012447.1	0.023606	0.155524	0.04954	0.064933	0.096794
AC012451.1	0	0	0	0	0
AC012456.1	0.010031	0	0	0	0
AC012456.2	0.028697	0.047267	0	0	0
AC012462.1	0.078057	0.032142	0.081906	0.026839	0
AC012462.2	0	0	0	0	0
AC012462.3	1.228949	0	0	0.169025	0.251961
AC012464.1	0.268321	0.196421	0.09385	0.082008	0.336181
AC012464.2	0	0	0.021686	0	0.042371
AC012464.3	0.04064	0.019125	0.018276	0	0.029757
AC012467.1	2.578392	0.517906	0.989828	0	0.580199
AC012467.2	3.166244	1.704139	1.314559	1.671597	4.229684
AC012485.1	0.016554	0.013633	0.021713	0.011384	0.038183
AC012485.2	0.028595	0	0.150027	0	0
AC012494.1	0	0	0	0.155931	0
AC012494.2	0	0	0	0	0
AC012499.1	0	0	0	0	0
AC012501.2	0.016361	0	0	0.022502	0
AC012506.1	0	0	0	0	0
AC012506.2	0	0	0	0	0
AC012506.3	0	0	0	0	0
AC012506.4	0	0	0	0	0
AC012507.1	0	0	0	0	0
AC012508.1	0.003597	0	0	0	0
AC012508.2	0	0.054042	0.022953	0	0
AC012510.1	1.251455	0.419238	0.489654	0.962706	0.761028
AC012511.1	0.071711	0.23623	0.075247	0.345202	0
AC012513.1	0	0	0	0	0
AC012531.1	0.288344	0.336407	0.523181	0.024786	0.560378
AC012531.2	0.011591	0	0.024324	0	0.059408
AC012555.1	0.238861	0.118027	0.100256	0.065704	0.097943
AC012555.2	0	0	0	0	0
AC012557.1	0.895866	0.824582	0.387075	0.54359	1.188463
AC012557.2	0.07703	0	0.080828	0.105944	0
AC012558.1	0	0	0.027159	0	0
AC012568.1	0	0	0	0	0
AC012572.3	0	0	0	0	0
AC012574.1	0	0.105225	0	0	0
AC012574.2	0	0	0	0	0
AC012588.1	0	0	0	0	0
AC012593.1	0	0	0	0	0.003817
AC012593.2	0	0	0	0	0
AC012603.1	0.213437	0.150664	0.255955	0.083872	0
AC012613.1	0	0	0.02289	0	0
AC012613.2	0.003552	0	0.014907	0	0.007281
AC012615.1	2.96206	1.449341	1.846662	9.64781	3.252409
AC012615.2	0	0	0	0	0
AC012615.3	0	0	0	0	0
AC012615.4	0.079568	0	0.278304	0.291825	0.108754
AC012615.5	0	0	0	0	0
AC012615.6	0.15745	0.086444	0.426801	0.288733	0.638886
AC012618.3	0.986967	1.153665	0.467705	0.07298	0.282854
AC012625.1	0.025759	0	0.027029	0.035428	0.026405
AC012629.1	0	0	0	0	0
AC012629.2	0.042704	0.070336	0.089618	0	0
AC012636.1	0.074695	1.131865	0.078378	0.191767	1.04646
AC012640.1	0.2106	0.038542	0.147323	0.032183	0.09595
AC012640.4	7.540372	1.000634	6.562232	4.153205	2.74752
AC012640.5	0.1872	0	0.196431	0	0.652461
AC012640.6	0.138895	0	0.139119	0.043416	0.252405
AC012645.1	2.458792	0.626761	1.249063	1.932413	1.600333
AC012645.2	0.058225	0	0	0	0.08953
AC012645.3	0.039702	0.098089	0.02083	0.600653	0.061048
AC012645.4	0.060695	0.049985	0.047765	0.062608	0.124437
AC012653.2	0	0.063135	0	0	0
AC012668.1	0.141221	0	0	0	0
AC012668.2	0	0	0	0	0
AC012668.3	0	0	0.00833	0.032755	0.008138
AC012676.1	0.32215	0.122448	0.078008	0.852061	0.618138
AC012676.3	0.436931	0	0.176337	0	0.344539
AC012676.4	0.193633	0.045562	0.116103	0.114135	0.141782
AC013248.1	0	0	0	0	0
AC013268.1	0	0.011867	0	0.004955	0
AC013269.1	0	0	0	0	0
AC013269.2	0	0	0	0	0
AC013270.1	0.036589	0	0.34554	0.050323	0
AC013275.1	0.02312	0	0	0.084796	0
AC013286.1	0	0	0	0	0
AC013287.1	0.020276	0	0.021276	0	0.020785
AC013356.2	0.132504	0.036374	0.324421	0.182241	0.2943
AC013356.3	0	0	0.028926	0.07583	0.084778
AC013356.4	0	0	0	0	0
AC013391.1	0	0	0	0	0
AC013391.2	0	0	0	0	0
AC013391.3	0.044229	0	0	0	0.011335
AC013400.1	0.354478	0.048655	0.340961	0.081256	0.151408
AC013401.1	0	0	0	0	0
AC013402.1	0.028697	0	0	0	0
AC013402.2	0	0	0	0	0
AC013402.3	0	0	0	0	0
AC013403.2	0.637261	0.441947	0.175969	0.507426	0.378204
AC013436.1	0	0	0	0	0
AC013437.1	0	0	0	0	0
AC013448.1	0	0.032818	0	0	0
AC013448.2	0	0	0	0	0
AC013451.1	0	0.051191	0.032612	0.042746	0.03186
AC013451.2	0	0.110949	0.047122	0	0.023017
AC013452.3	0.151675	0	0	0.029801	0.111059
AC013457.1	0	0.026228	0	0.043803	0
AC013460.1	0.034793	0.016373	0.010431	0.020508	0.020381
AC013468.1	0.107687	0.133027	0.141246	0.148109	0.110391
AC013472.1	0	0	0	0	0
AC013472.2	0.195438	0.040238	0.051269	0.0336	0.300518
AC013480.1	0	0.076638	0	0	0
AC013509.1	0	0	0	0	0
AC013549.1	0	0.046849	0.029846	0	0
AC013549.3	0	0	0	0.045281	0
AC013549.4	0	0	0	0	0
AC013553.3	0.052355	0.258701	0.054937	0.252025	0.080505
AC013553.4	0.155298	0	0	0	0
AC013562.1	0	0	0.00981	0	0
AC013564.1	0	0.037506	0	0	0
AC013565.1	0.485404	0.177667	0.113186	0	0.082932
AC013565.3	0.024999	0	0.078694	0	0
AC013640.1	0	0	0	0	0
AC013643.2	0.055134	0	0	0	0
AC013644.1	0	0	0	0	0.019168
AC013652.1	0.501549	0.09815	0.97961	0.040979	0.264707
AC013652.2	0.057911	0	0	0	0
AC013714.1	0.021552	0.177489	0.022615	0.029642	0.022093
AC013724.1	0	0.304791	0.064724	0	0
AC013726.2	0.11273	0.371351	1.389888	0.668628	0.577801
AC013727.1	0	0	0	0	0
AC013727.2	0	0	0	0	0
AC013731.1	0.6746	0.090091	0.631337	0.275838	0.149521
AC013733.1	0	0	0	0	0
AC013733.2	0	0	0	0.03487	0
AC013762.1	0.034474	0	0	0	0
AC013799.1	0	0	0	0.063627	0
AC015468.1	0	0	0	0	0
AC015468.2	0	0	0	0	0
AC015468.3	0	0	0	0	0
AC015522.1	0	0	0	0	0
AC015540.1	0.032134	0	0	0	0
AC015563.2	0.0344	0	0.036096	0.047312	0.035264
AC015563.3	0	0	0	0	0
AC015574.1	0	0	0	0.016022	0
AC015631.1	0	0	0	0	0
AC015660.1	0	0.067131	0.042767	0.280281	0.041781
AC015660.2	0.406546	0.669616	0.170637	0.447318	0.083351
AC015660.3	0	0	0.027203	0.106967	0.079727
AC015674.1	0	0	0	0	0
AC015688.6	0	0	0	0	0
AC015712.1	0.478949	0.251004	0.342658	0.164682	0.502133
AC015712.2	0.049777	0.413837	0.176591	0.068461	0.080185
AC015712.4	0	0	0	0	0.041851
AC015712.5	0	0	0	0	0
AC015712.6	0.060356	0.151734	0.063332	0.017476	0.240974
AC015712.7	0	0.125276	0.07981	0.069739	0
AC015722.1	0	0	0	0	0
AC015722.2	0.029218	0	0	0	0
AC015726.1	0.57662	0.493866	0.726063	0.729615	2.506252
AC015726.2	0.263922	0.217351	0	0	0.135274
AC015727.1	0.188663	0.051791	0.23096	0	0.225633
AC015795.1	0.055997	0	0.176275	0.308066	0.143508
AC015802.1	0.111106	0	0.058292	0.275059	1.150343
AC015802.3	0.649618	0.139562	0.148185	0.58269	0.434301
AC015802.4	0.161639	0.106493	0.022615	0.666935	0.231976
AC015802.5	0.201745	0	0.169354	0.443955	0.124086
AC015813.1	1.983319	0.360432	3.01122	3.786886	1.541873
AC015813.2	0.067929	0	0.02376	0	0.023212
AC015813.3	0.002634	0	0.00829	0	0
AC015813.4	1.618917	0	0.377499	0.742198	0.276594
AC015818.2	0.114995	0	0.080443	0	0.039294
AC015818.3	0	0	0	0.11985	0
AC015818.4	0	0	0	0	0
AC015818.7	0	0	0	0	0
AC015818.8	0	0	0	0	0
AC015819.1	0.145694	0.559933	0.305757	0.734735	0.472949
AC015819.2	0.145038	0.095556	0.121752	0.239376	0.059472
AC015845.1	0.070149	0	0.036804	0.04824	0
AC015845.2	0.210447	0.043328	0.082809	0.07236	0.188765
AC015849.1	0.085294	0.070243	0.223749	0.11731	0.065577
AC015849.2	0.039362	0	0	0	0.040351
AC015849.3	1.550541	0.48904	0.761572	2.404792	4.193496
AC015849.4	0	0	0.080252	0	0.117602
AC015849.5	1.218154	0.046124	0.146922	0.311971	0.26123
AC015853.1	0.081584	0	0.028536	0	0.055755
AC015853.2	0.065311	0	0.205595	0.044913	0
AC015853.3	0.03368	0	0	0	0
AC015871.3	1.94387	0.680219	0.829336	1.880278	1.729904
AC015878.1	0	0	0.024879	0	0
AC015878.2	0	0	0	0	0
AC015908.2	0.0832	0	0	0.200253	0.383801
AC015908.3	0.034217	0.056359	0.017952	0.117653	0.157844
AC015908.4	0	0	0	0	0
AC015909.1	0	0.063211	0.04027	0.026391	0
AC015909.2	0.353182	0	0.061766	0.080959	0.090512
AC015909.3	0	0	0	0.012342	0.009199
AC015909.4	0	0.091754	0	0	0
AC015910.1	0	0	0.234988	0.017111	0.076523
AC015911.2	0	0	0	0	0
AC015911.3	0.056888	0.124932	0	2.634118	0.019439
AC015911.5	0	0	0	0.049096	0
AC015911.6	0	0	0	0	0
AC015911.9	0	0	0	0	0
AC015912.1	0	0	0	0	0
AC015912.3	0.971505	0.076198	0.097087	6.935356	0.663931
AC015914.1	0.150179	0	0.094551	0.12393	0.03079
AC015917.2	0.75108	0.107573	0.513988	0.898265	0.167378
AC015921.1	0.771448	0.218717	0.351662	0.252209	1.302903
AC015922.2	6.309785	8.253071	6.474861	6.317237	17.549762
AC015922.3	4.689776	8.377776	5.165848	5.968777	10.308667
AC015923.1	0	0	0.077255	0	0
AC015936.1	0	0	0	0.021539	0.016054
AC015936.2	0.062159	0	0	0.085491	0
AC015936.3	0	0	0	0	0
AC015961.1	0.022739	0.049938	0.055674	0.125097	0.04662
AC015961.2	0.229661	0.075654	0.409675	0.410626	0.188342
AC015967.1	0	0.055708	0	0	0
AC015969.1	0	0.037453	0	0	0
AC015971.1	0.073178	0.05563	0.118133	0.030968	0.075016
AC015977.2	0	0	0	0	0
AC015982.2	1.03866	0.456203	0.145317	0.666648	0.212948
AC015983.2	0	0	0	0.046912	0
AC015987.1	0.380454	0.956452	0.756406	0.165241	0.3079
AC016027.1	0.388975	0.094915	0.211636	0.366561	0.147682
AC016027.2	0.019373	0	0.013552	0.008882	0
AC016027.3	0	0	0	0	0
AC016044.1	0	0	0	0	0.201965
AC016065.1	0.680404	0.804361	1.007596	1.071642	4.021798
AC016074.1	0	0	0	0	0
AC016134.1	0	0	0.023827	0	0.023277
AC016152.1	0	0	0	0	0
AC016168.1	0	0	0	0	0
AC016168.2	0	0	0	0.022851	0.017031
AC016229.1	0	0	0	0	0
AC016229.2	0.038607	0.063589	0.040511	0	0
AC016245.1	0.010049	0	0.005272	0.013822	0.010302
AC016252.1	0	0	0.035639	0.046714	0
AC016266.1	0	0	0	0	0
AC016292.1	0	0	0	0	0
AC016355.1	1.06068	0.276757	0.539961	0.303318	0.139951
AC016382.1	0	0	0	0	0
AC016383.1	0	0	0	0	0
AC016394.2	3.151339	0.761653	1.851048	2.426224	0.825172
AC016394.3	0.905582	0.441947	0.545505	1.775992	0.997083
AC016396.1	0.588996	0.080844	0.206013	0	0.050315
AC016396.2	0.034084	0.037427	0.011922	0.031252	0.023293
AC016405.1	0.063258	0.026048	0.033189	0.174006	0.064847
AC016405.2	0.1548	0.339959	0.216578	1.135499	0.581852
AC016405.3	0.13104	0.215835	0.314289	1.570554	0.748412
AC016493.1	0	0	0	0	0
AC016526.1	0	0	0	0	0
AC016526.2	0.18576	0	0.162433	0.553556	0.222162
AC016542.1	0.032656	0	0.068532	0	0.167378
AC016550.1	0	0	0	0	0
AC016550.2	0	0	0	0	0
AC016550.3	0	0	0	0	0
AC016553.1	0	0	0	0	0
AC016556.1	0	0	0	0	0
AC016571.1	0.194186	0.109945	0.012735	0.016692	0.012441
AC016573.1	0.059737	0.049196	0	0	0
AC016575.1	0	0	0	0.057964	0
AC016576.1	0	0	0	0	0
AC016582.1	0.014716	0.012119	1.822103	0.091079	1.372772
AC016582.2	0.067455	0.148139	0.436483	0.077312	0.299643
AC016582.3	0.071446	0.372648	2.498973	0.098264	6.262028
AC016586.1	0.941475	0.116302	0.395159	0.161858	0.579068
AC016588.1	0	0	0	0	0
AC016590.1	0.023156	0.03814	0.072893	0.03981	0.397602
AC016590.2	0.515175	0.848538	0.405433	0.118092	2.332485
AC016590.3	1.624889	1.479025	1.256323	0.793945	8.65718
AC016595.1	0	0	0	0	0
AC016596.1	0.351665	0.011584	0.243543	0.1451	0.108148
AC016597.2	0	0.018212	0.092819	0.015208	0.011335
AC016597.3	0	0	0.04954	0	0
AC016598.1	0	0	0	0	0
AC016598.2	0	0	0	0	0
AC016629.2	0	0	0.030166	0	0.250499
AC016642.1	0	0	0	0	0
AC016644.1	0.037095	0	0	0	0.038026
AC016683.1	0.01499	0.04938	0.047187	0	0.015366
